,face_engaged,face_glasses,face_happy,face_lefteyeclosed,face_lookingaway,face_mouthmoved,face_mouthopen,face_pitch,face_righteyeclosed,face_roll,face_size,face_yaw,hip_rot,index,shoulder_rot,ElbowLeftX,ElbowLeftY,ElbowLeftZ,ElbowRightX,ElbowRightY,ElbowRightZ,HeadX,HeadY,HeadZ,HipLeftX,HipLeftY,HipLeftZ,HipRightX,HipRightY,HipRightZ,NeckX,NeckY,NeckZ,ShoulderLeftX,ShoulderLeftY,ShoulderLeftZ,ShoulderRightX,ShoulderRightY,ShoulderRightZ,SpineBaseX,SpineBaseY,SpineBaseZ,SpineMidX,SpineMidY,SpineMidZ,SpineShoulderX,SpineShoulderY,SpineShoulderZ,WristLeftX,WristLeftY,WristLeftZ,WristRightX,WristRightY,WristRightZ,pedes_posX,pedes_posY,pedes_posZ,Activity
43,no,unknown,unknown,unknown,yes,unknown,unknown,5,unknown,-15,0,40,0.330256436,3,-0.211977342,-0.301295936,0.2284206,0.640128851,0.110577323,-0.02367671,0.741439044,-0.17386134,0.293283731,0.775420666,-0.4956105,-0.058937497,1.11438155,-0.407198966,-0.077621676,1.14469,-0.15811801,0.16224578,0.801943362,-0.3230776,0.127946869,0.8623599,-0.0604843,0.136731908,0.805847049,-0.46516636,-0.07028175,1.16405368,-0.312085,0.049139556,0.98893714,-0.196775,0.135045528,0.850922167,-0.066137336,0.07865509,0.759142637,-0.004919956,0.1475626,0.835353255,-0.312085,0.049139556,0.98893714,Approaching
44,no,unknown,unknown,unknown,yes,unknown,unknown,5,unknown,-15,0,40,0.330256436,3,-0.211977342,-0.301295936,0.2284206,0.640128851,0.110577323,-0.02367671,0.741439044,-0.17386134,0.293283731,0.775420666,-0.4956105,-0.058937497,1.11438155,-0.407198966,-0.077621676,1.14469,-0.15811801,0.16224578,0.801943362,-0.3230776,0.127946869,0.8623599,-0.0604843,0.136731908,0.805847049,-0.46516636,-0.07028175,1.16405368,-0.312085,0.049139556,0.98893714,-0.196775,0.135045528,0.850922167,-0.066137336,0.07865509,0.759142637,-0.004919956,0.1475626,0.835353255,-0.312085,0.049139556,0.98893714,Approaching
45,no,unknown,unknown,unknown,yes,unknown,unknown,5,unknown,-15,0,35,0.343346995,3,-0.198052032,-0.3051565,0.232338741,0.663218856,0.104775578,-0.025332019,0.7616508,-0.169871867,0.2936029,0.8002809,-0.505125,-0.07008735,1.12058091,-0.4185911,-0.08568515,1.15151739,-0.165884614,0.157968014,0.828333735,-0.32888183,0.121735595,0.8802424,-0.063479766,0.137277752,0.82698077,-0.475812167,-0.0801699,1.17045772,-0.321502566,0.04124661,1.004437,-0.204955772,0.129723176,0.874569654,-0.06298121,0.077864654,0.777197242,-0.006803309,0.151043922,0.850995362,-0.321502566,0.04124661,1.004437,Approaching
46,no,unknown,unknown,unknown,yes,unknown,unknown,5,unknown,-15,0,35,0.343346995,3,-0.198052032,-0.3051565,0.232338741,0.663218856,0.104775578,-0.025332019,0.7616508,-0.169871867,0.2936029,0.8002809,-0.505125,-0.07008735,1.12058091,-0.4185911,-0.08568515,1.15151739,-0.165884614,0.157968014,0.828333735,-0.32888183,0.121735595,0.8802424,-0.063479766,0.137277752,0.82698077,-0.475812167,-0.0801699,1.17045772,-0.321502566,0.04124661,1.004437,-0.204955772,0.129723176,0.874569654,-0.06298121,0.077864654,0.777197242,-0.006803309,0.151043922,0.850995362,-0.321502566,0.04124661,1.004437,Approaching
47,no,unknown,unknown,unknown,yes,unknown,unknown,10,unknown,-10,0,40,-0.116719002,3,-0.116832343,-0.208378434,0.1975915,0.7472182,0.024602452,0.033945356,0.8004759,-0.165609971,0.2921843,0.805576563,-0.5840188,-0.09905618,1.16056716,-0.42045927,-0.08866486,1.14138949,-0.163128287,0.163953915,0.826287746,-0.30905968,0.130895317,0.874741137,-0.08875678,0.1435371,0.8488849,-0.5198974,-0.09918082,1.18196845,-0.3341416,0.039553803,1.007183,-0.2044209,0.133810624,0.871927559,-0.05461962,0.142797649,0.830114067,-0.008400138,0.136365637,0.871640265,-0.3341416,0.039553803,1.007183,Approaching
48,no,unknown,unknown,unknown,yes,unknown,unknown,10,unknown,-10,0,40,-0.116719002,3,-0.116832343,-0.208378434,0.1975915,0.7472182,0.024602452,0.033945356,0.8004759,-0.165609971,0.2921843,0.805576563,-0.5840188,-0.09905618,1.16056716,-0.42045927,-0.08866486,1.14138949,-0.163128287,0.163953915,0.826287746,-0.30905968,0.130895317,0.874741137,-0.08875678,0.1435371,0.8488849,-0.5198974,-0.09918082,1.18196845,-0.3341416,0.039553803,1.007183,-0.2044209,0.133810624,0.871927559,-0.05461962,0.142797649,0.830114067,-0.008400138,0.136365637,0.871640265,-0.3341416,0.039553803,1.007183,Approaching
49,no,unknown,unknown,unknown,yes,unknown,unknown,10,unknown,-10,0,40,-0.154826311,3,-0.111420919,-0.208652347,0.196653038,0.752952456,0.02359208,0.037578724,0.8078236,-0.163839862,0.2916025,0.826364,-0.518852949,-0.07059224,1.10810316,-0.419739366,-0.06565137,1.092634,-0.163747087,0.167496353,0.8452481,-0.304165632,0.128025174,0.882722,-0.09055182,0.139991224,0.858822,-0.480772048,-0.06960963,1.12677228,-0.3293312,0.043323837,1.000266,-0.203691825,0.137398362,0.881426156,-0.091628246,0.072328225,0.8159723,-0.007048326,0.141154647,0.878199935,-0.3293312,0.043323837,1.000266,Approaching
50,no,unknown,unknown,unknown,yes,unknown,unknown,10,unknown,-10,0,40,-0.154826311,3,-0.111420919,-0.208652347,0.196653038,0.752952456,0.02359208,0.037578724,0.8078236,-0.163839862,0.2916025,0.826364,-0.518852949,-0.07059224,1.10810316,-0.419739366,-0.06565137,1.092634,-0.163747087,0.167496353,0.8452481,-0.304165632,0.128025174,0.882722,-0.09055182,0.139991224,0.858822,-0.480772048,-0.06960963,1.12677228,-0.3293312,0.043323837,1.000266,-0.203691825,0.137398362,0.881426156,-0.091628246,0.072328225,0.8159723,-0.007048326,0.141154647,0.878199935,-0.3293312,0.043323837,1.000266,Approaching
51,no,unknown,unknown,unknown,yes,unknown,unknown,15,unknown,-10,0,40,-0.152347739,3,-0.088840386,-0.20976375,0.1977791,0.7776629,0.02197684,0.043432288,0.8239938,-0.16354239,0.2922812,0.847853243,-0.515341163,-0.069933586,1.10030055,-0.4169177,-0.063712336,1.08518887,-0.167142391,0.167691514,0.871324539,-0.301822573,0.123151124,0.8978172,-0.09388617,0.139291763,0.8792953,-0.477201819,-0.06830191,1.11831832,-0.32652548,0.04557071,0.9979731,-0.205318213,0.139068708,0.9014707,-0.09250975,0.07302948,0.8233346,-0.004204179,0.149176419,0.891444147,-0.32652548,0.04557071,0.9979731,Approaching
52,no,unknown,unknown,unknown,yes,unknown,unknown,15,unknown,-10,0,40,-0.152347739,3,-0.088840386,-0.20976375,0.1977791,0.7776629,0.02197684,0.043432288,0.8239938,-0.16354239,0.2922812,0.847853243,-0.515341163,-0.069933586,1.10030055,-0.4169177,-0.063712336,1.08518887,-0.167142391,0.167691514,0.871324539,-0.301822573,0.123151124,0.8978172,-0.09388617,0.139291763,0.8792953,-0.477201819,-0.06830191,1.11831832,-0.32652548,0.04557071,0.9979731,-0.205318213,0.139068708,0.9014707,-0.09250975,0.07302948,0.8233346,-0.004204179,0.149176419,0.891444147,-0.32652548,0.04557071,0.9979731,Approaching
53,no,unknown,unknown,unknown,yes,unknown,unknown,15,unknown,-10,0,40,-0.159809901,3,-0.114984034,-0.209633,0.198151156,0.7974906,0.028876485,0.042976692,0.833284,-0.165372044,0.295427471,0.8675687,-0.500317931,-0.0607683,1.08541322,-0.404440582,-0.05456259,1.06995928,-0.166724265,0.168138534,0.870619237,-0.301726669,0.124256611,0.9017818,-0.093916625,0.139345407,0.8777811,-0.462975025,-0.058992177,1.10259926,-0.319244027,0.052414257,0.99340415,-0.204382971,0.140060171,0.9008545,-0.07488101,0.112876363,0.8438904,-0.00411569,0.148358688,0.896615267,-0.319244027,0.052414257,0.99340415,Approaching
54,no,unknown,unknown,unknown,yes,unknown,unknown,15,unknown,-10,0,40,-0.159809901,3,-0.114984034,-0.209633,0.198151156,0.7974906,0.028876485,0.042976692,0.833284,-0.165372044,0.295427471,0.8675687,-0.500317931,-0.0607683,1.08541322,-0.404440582,-0.05456259,1.06995928,-0.166724265,0.168138534,0.870619237,-0.301726669,0.124256611,0.9017818,-0.093916625,0.139345407,0.8777811,-0.462975025,-0.058992177,1.10259926,-0.319244027,0.052414257,0.99340415,-0.204382971,0.140060171,0.9008545,-0.07488101,0.112876363,0.8438904,-0.00411569,0.148358688,0.896615267,-0.319244027,0.052414257,0.99340415,Approaching
55,no,unknown,unknown,unknown,yes,unknown,unknown,20,unknown,-10,0,35,-0.181253342,3,-0.162673463,-0.211355165,0.198567092,0.8162001,0.03164736,0.04982968,0.847584665,-0.167931989,0.295013279,0.888809443,-0.4986157,-0.06222602,1.07883811,-0.4030354,-0.05540302,1.06132162,-0.172078654,0.181310251,0.9160088,-0.305290967,0.128789023,0.948354661,-0.100886777,0.146831483,0.9148071,-0.461119115,-0.06016882,1.09433377,-0.317602,0.055483956,0.996044338,-0.2073445,0.15072535,0.93494916,-0.07641107,0.113385588,0.8508505,-0.003406957,0.159052387,0.9081101,-0.317602,0.055483956,0.996044338,Approaching
56,no,unknown,unknown,unknown,yes,unknown,unknown,20,unknown,-10,0,35,-0.181253342,3,-0.162673463,-0.211355165,0.198567092,0.8162001,0.03164736,0.04982968,0.847584665,-0.167931989,0.295013279,0.888809443,-0.4986157,-0.06222602,1.07883811,-0.4030354,-0.05540302,1.06132162,-0.172078654,0.181310251,0.9160088,-0.305290967,0.128789023,0.948354661,-0.100886777,0.146831483,0.9148071,-0.461119115,-0.06016882,1.09433377,-0.317602,0.055483956,0.996044338,-0.2073445,0.15072535,0.93494916,-0.07641107,0.113385588,0.8508505,-0.003406957,0.159052387,0.9081101,-0.317602,0.055483956,0.996044338,Approaching
57,no,unknown,unknown,unknown,yes,unknown,unknown,20,unknown,-10,0,35,-0.223755891,3,-0.191869529,-0.232526764,0.189376384,0.8530792,0.052991375,0.04740815,0.856726468,-0.169113055,0.301558048,0.9063721,-0.4977366,-0.06229644,1.07314539,-0.403291225,-0.061293718,1.05165279,-0.176027879,0.1810553,0.925957561,-0.308570325,0.131757885,0.9598452,-0.05083734,0.119004279,0.9097782,-0.460509479,-0.06258934,1.08645022,-0.318265617,0.05684754,1.00079751,-0.21127449,0.151004657,0.94615674,-0.06819792,0.123412833,0.8705378,0.08666,-0.04565143,0.7645066,-0.318265617,0.05684754,1.00079751,Approaching
58,no,unknown,unknown,unknown,yes,unknown,unknown,20,unknown,-10,0,35,-0.223755891,3,-0.191869529,-0.232526764,0.189376384,0.8530792,0.052991375,0.04740815,0.856726468,-0.169113055,0.301558048,0.9063721,-0.4977366,-0.06229644,1.07314539,-0.403291225,-0.061293718,1.05165279,-0.176027879,0.1810553,0.925957561,-0.308570325,0.131757885,0.9598452,-0.05083734,0.119004279,0.9097782,-0.460509479,-0.06258934,1.08645022,-0.318265617,0.05684754,1.00079751,-0.21127449,0.151004657,0.94615674,-0.06819792,0.123412833,0.8705378,0.08666,-0.04565143,0.7645066,-0.318265617,0.05684754,1.00079751,Approaching
59,no,unknown,unknown,unknown,yes,unknown,unknown,20,unknown,-10,0,40,-0.214438524,3,-0.148576932,-0.21725522,0.1998379,0.8621599,0.046792198,0.08861371,0.89541477,-0.169534191,0.303631783,0.923491836,-0.496691257,-0.062178385,1.06866515,-0.401365221,-0.06093866,1.04790437,-0.177016884,0.180203736,0.9275481,-0.308685541,0.131483182,0.9605609,-0.07414987,0.132202312,0.92545563,-0.4588471,-0.062475324,1.08177793,-0.317919016,0.057436656,1.00150645,-0.211935908,0.1505041,0.9475307,-0.05643683,0.135812148,0.877888739,0.084011786,-0.034467105,0.773757458,-0.317919016,0.057436656,1.00150645,Approaching
60,no,unknown,unknown,unknown,yes,unknown,unknown,20,unknown,-10,0,40,-0.214438524,3,-0.148576932,-0.21725522,0.1998379,0.8621599,0.046792198,0.08861371,0.89541477,-0.169534191,0.303631783,0.923491836,-0.496691257,-0.062178385,1.06866515,-0.401365221,-0.06093866,1.04790437,-0.177016884,0.180203736,0.9275481,-0.308685541,0.131483182,0.9605609,-0.07414987,0.132202312,0.92545563,-0.4588471,-0.062475324,1.08177793,-0.317919016,0.057436656,1.00150645,-0.211935908,0.1505041,0.9475307,-0.05643683,0.135812148,0.877888739,0.084011786,-0.034467105,0.773757458,-0.317919016,0.057436656,1.00150645,Approaching
61,no,unknown,unknown,unknown,yes,unknown,unknown,20,unknown,-10,0,35,-0.174117971,3,-0.116184278,-0.215057746,0.203771919,0.86748147,-0.052708577,0.07523376,0.845696151,-0.1732105,0.287883043,0.9467211,-0.501361251,-0.071281135,1.05792475,-0.403348923,-0.06366506,1.04068446,-0.192437947,0.172376886,0.9678784,-0.312646747,0.129638061,0.9879846,-0.1214051,0.151566282,0.9656648,-0.462047338,-0.06835756,1.07215977,-0.323618174,0.0539366,1.01095319,-0.22478354,0.143667132,0.9786771,-0.092196986,0.147614583,0.8926458,0.0514505,-0.020343764,0.7438236,-0.323618174,0.0539366,1.01095319,Approaching
62,no,unknown,unknown,unknown,yes,unknown,unknown,20,unknown,-10,0,35,-0.174117971,3,-0.116184278,-0.215057746,0.203771919,0.86748147,-0.052708577,0.07523376,0.845696151,-0.1732105,0.287883043,0.9467211,-0.501361251,-0.071281135,1.05792475,-0.403348923,-0.06366506,1.04068446,-0.192437947,0.172376886,0.9678784,-0.312646747,0.129638061,0.9879846,-0.1214051,0.151566282,0.9656648,-0.462047338,-0.06835756,1.07215977,-0.323618174,0.0539366,1.01095319,-0.22478354,0.143667132,0.9786771,-0.092196986,0.147614583,0.8926458,0.0514505,-0.020343764,0.7438236,-0.323618174,0.0539366,1.01095319,Approaching
63,no,unknown,unknown,unknown,yes,unknown,unknown,25,unknown,-10,0,40,-0.16655477,3,-0.132608876,-0.21395424,0.205207437,0.8766027,-0.100530915,0.04919321,0.8847942,-0.172268689,0.287243754,0.959652662,-0.5014985,-0.07315126,1.05151713,-0.4036859,-0.064068325,1.03507364,-0.192426324,0.171584681,0.972552657,-0.310791165,0.128520072,0.9941528,-0.121176727,0.151037022,0.9688598,-0.462237,-0.06967006,1.06565666,-0.32460928,0.053079642,1.01426363,-0.225189254,0.142732069,0.984074652,-0.09233731,0.148359656,0.8962113,-0.232224718,0.119538873,0.952999532,-0.32460928,0.053079642,1.01426363,Approaching
64,no,unknown,unknown,unknown,yes,unknown,unknown,25,unknown,-10,0,40,-0.16655477,3,-0.132608876,-0.21395424,0.205207437,0.8766027,-0.100530915,0.04919321,0.8847942,-0.172268689,0.287243754,0.959652662,-0.5014985,-0.07315126,1.05151713,-0.4036859,-0.064068325,1.03507364,-0.192426324,0.171584681,0.972552657,-0.310791165,0.128520072,0.9941528,-0.121176727,0.151037022,0.9688598,-0.462237,-0.06967006,1.06565666,-0.32460928,0.053079642,1.01426363,-0.225189254,0.142732069,0.984074652,-0.09233731,0.148359656,0.8962113,-0.232224718,0.119538873,0.952999532,-0.32460928,0.053079642,1.01426363,Approaching
65,no,unknown,unknown,unknown,yes,unknown,unknown,25,unknown,-5,0,35,-0.314206626,3,-0.144966153,-0.210856691,0.20472239,0.8869143,-0.100814141,0.05080787,0.884358346,-0.170408383,0.287966,0.970518351,-0.499992967,-0.07461053,1.04794919,-0.440930873,-0.119322821,1.02875566,-0.192418888,0.17164591,0.974226356,-0.310103774,0.128294125,0.996376455,-0.121144436,0.1510368,0.968790233,-0.473356724,-0.09099452,1.05897391,-0.328773141,0.047001984,1.01809323,-0.225782752,0.141949847,0.9861869,-0.09208685,0.153501719,0.9085824,-0.236067221,0.112315245,0.9509666,-0.328773141,0.047001984,1.01809323,Approaching
66,no,unknown,unknown,unknown,yes,unknown,unknown,25,unknown,-5,0,35,-0.314206626,3,-0.144966153,-0.210856691,0.20472239,0.8869143,-0.100814141,0.05080787,0.884358346,-0.170408383,0.287966,0.970518351,-0.499992967,-0.07461053,1.04794919,-0.440930873,-0.119322821,1.02875566,-0.192418888,0.17164591,0.974226356,-0.310103774,0.128294125,0.996376455,-0.121144436,0.1510368,0.968790233,-0.473356724,-0.09099452,1.05897391,-0.328773141,0.047001984,1.01809323,-0.225782752,0.141949847,0.9861869,-0.09208685,0.153501719,0.9085824,-0.236067221,0.112315245,0.9509666,-0.328773141,0.047001984,1.01809323,Approaching
67,no,unknown,unknown,unknown,yes,unknown,unknown,25,unknown,-10,0,35,-0.21441064,3,-0.192027629,-0.208276764,0.205028176,0.8944136,-0.112340562,0.03761109,0.8859505,-0.169258639,0.283000171,0.9822662,-0.479672819,-0.054515556,0.9987019,-0.382636935,-0.10021732,0.977571547,-0.191329286,0.17134586,0.9900612,-0.3033236,0.127766639,1.00756967,-0.132718071,0.133260772,0.9744,-0.4407447,-0.07904137,1.00996876,-0.324545324,0.04747267,1.01546621,-0.223893031,0.141651154,0.9941783,-0.111399971,0.120021686,0.9502492,-0.252618879,0.08223488,0.9530415,-0.324545324,0.04747267,1.01546621,Approaching
68,no,unknown,unknown,unknown,yes,unknown,unknown,25,unknown,-10,0,35,-0.21441064,3,-0.192027629,-0.208276764,0.205028176,0.8944136,-0.112340562,0.03761109,0.8859505,-0.169258639,0.283000171,0.9822662,-0.479672819,-0.054515556,0.9987019,-0.382636935,-0.10021732,0.977571547,-0.191329286,0.17134586,0.9900612,-0.3033236,0.127766639,1.00756967,-0.132718071,0.133260772,0.9744,-0.4407447,-0.07904137,1.00996876,-0.324545324,0.04747267,1.01546621,-0.223893031,0.141651154,0.9941783,-0.111399971,0.120021686,0.9502492,-0.252618879,0.08223488,0.9530415,-0.324545324,0.04747267,1.01546621,Approaching
69,no,unknown,unknown,unknown,yes,unknown,unknown,30,unknown,-10,0,40,-0.197028093,3,-0.22780622,-0.19526279,0.2078481,0.9043437,-0.112049907,0.041361414,0.8835342,-0.169433251,0.2593694,0.9806335,-0.357490778,-0.09603426,1.06699264,-0.266727835,-0.089010775,1.04887474,-0.1848889,0.175824642,0.9870679,-0.298662871,0.125505313,1.00575364,-0.131012022,0.132826254,0.966887057,-0.317261964,-0.094041824,1.07528043,-0.2480445,0.046872035,1.03847456,-0.203724951,0.147089869,0.9998679,-0.102448083,0.123676933,0.950573266,-0.247913867,0.08381984,0.94923526,-0.2480445,0.046872035,1.03847456,Approaching
70,no,unknown,unknown,unknown,yes,unknown,unknown,30,unknown,-10,0,40,-0.197028093,3,-0.22780622,-0.19526279,0.2078481,0.9043437,-0.112049907,0.041361414,0.8835342,-0.169433251,0.2593694,0.9806335,-0.357490778,-0.09603426,1.06699264,-0.266727835,-0.089010775,1.04887474,-0.1848889,0.175824642,0.9870679,-0.298662871,0.125505313,1.00575364,-0.131012022,0.132826254,0.966887057,-0.317261964,-0.094041824,1.07528043,-0.2480445,0.046872035,1.03847456,-0.203724951,0.147089869,0.9998679,-0.102448083,0.123676933,0.950573266,-0.247913867,0.08381984,0.94923526,-0.2480445,0.046872035,1.03847456,Approaching
71,no,unknown,unknown,unknown,yes,unknown,unknown,30,unknown,-5,0,40,-0.233436792,3,-0.236478698,-0.188986361,0.204235211,0.9064038,-0.11072021,0.042116802,0.885632634,-0.164942876,0.2612749,0.987934053,-0.3428884,-0.09800465,1.0663662,-0.2634072,-0.08953211,1.04746783,-0.181261018,0.17836605,0.9927528,-0.2923834,0.122133814,1.00925875,-0.129172623,0.133596361,0.969926953,-0.30929327,-0.09517822,1.07403529,-0.245285749,0.04642591,1.03895628,-0.198928058,0.147714868,1.00461769,-0.09430947,0.121015973,0.9509661,-0.246679291,0.085662775,0.952149153,-0.245285749,0.04642591,1.03895628,Approaching
72,no,unknown,unknown,unknown,yes,unknown,unknown,30,unknown,-5,0,40,-0.233436792,3,-0.236478698,-0.188986361,0.204235211,0.9064038,-0.11072021,0.042116802,0.885632634,-0.164942876,0.2612749,0.987934053,-0.3428884,-0.09800465,1.0663662,-0.2634072,-0.08953211,1.04746783,-0.181261018,0.17836605,0.9927528,-0.2923834,0.122133814,1.00925875,-0.129172623,0.133596361,0.969926953,-0.30929327,-0.09517822,1.07403529,-0.245285749,0.04642591,1.03895628,-0.198928058,0.147714868,1.00461769,-0.09430947,0.121015973,0.9509661,-0.246679291,0.085662775,0.952149153,-0.245285749,0.04642591,1.03895628,Approaching
73,no,unknown,unknown,unknown,yes,unknown,unknown,30,unknown,-10,0,35,-0.24847126,3,-0.23846106,-0.184751421,0.203748435,0.9089878,-0.109653644,0.042699494,0.8871184,-0.160282373,0.262528479,0.993379,-0.340194166,-0.09861952,1.06699526,-0.262461543,-0.089622185,1.0472734,-0.179220527,0.180283949,0.995923,-0.2884556,0.119827278,1.010975,-0.127950639,0.134333253,0.971958458,-0.307183981,-0.09554561,1.07424521,-0.243698984,0.046385247,1.03968573,-0.196449071,0.148602426,1.007363,-0.08614896,0.128515676,0.936642,-0.245816827,0.08701017,0.9540851,-0.243698984,0.046385247,1.03968573,Approaching
74,no,unknown,unknown,unknown,yes,unknown,unknown,30,unknown,-10,0,35,-0.24847126,3,-0.23846106,-0.184751421,0.203748435,0.9089878,-0.109653644,0.042699494,0.8871184,-0.160282373,0.262528479,0.993379,-0.340194166,-0.09861952,1.06699526,-0.262461543,-0.089622185,1.0472734,-0.179220527,0.180283949,0.995923,-0.2884556,0.119827278,1.010975,-0.127950639,0.134333253,0.971958458,-0.307183981,-0.09554561,1.07424521,-0.243698984,0.046385247,1.03968573,-0.196449071,0.148602426,1.007363,-0.08614896,0.128515676,0.936642,-0.245816827,0.08701017,0.9540851,-0.243698984,0.046385247,1.03968573,Approaching
75,no,unknown,unknown,unknown,yes,unknown,unknown,30,unknown,-10,0,40,-0.262769182,3,-0.242743285,-0.182675,0.199631974,0.9140786,-0.030476902,0.08749232,0.922251761,-0.157719746,0.261998534,0.996660233,-0.338086665,-0.09917709,1.068212,-0.261626035,-0.08988816,1.047645,-0.177981436,0.181244388,0.9983176,-0.280596137,0.1186788,1.01136446,-0.127214924,0.13462916,0.973383248,-0.305462927,-0.096016415,1.07513261,-0.242295042,0.046192683,1.0408504,-0.19483152,0.14899005,1.00967073,-0.08159395,0.129868239,0.9328334,-0.1610367,0.1333215,0.9823441,-0.242295042,0.046192683,1.0408504,Approaching
